poi_name,category,source_keyword,address,distance,lat,lng,telephone,pet_friendly_status,confidence_level,evidence_source,evidence_text,suitable_pet_size,space_type,crowd_level,pet_stress_level,risk_note,transaction_action,route_role
新街口地铁站-6口,出入口;其他,新街口 公园,,936,32.048235,118.790069,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-2口,出入口;其他,新街口 公园,,740,32.045592,118.790303,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-15口,出入口;其他,新街口 公园,,692,32.044909,118.790254,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-4口,出入口;其他,新街口 公园,,875,32.047333,118.790335,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-7口,出入口;其他,新街口 公园,,998,32.048392,118.790894,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-14口,出入口;其他,新街口 公园,,729,32.044789,118.790797,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-13口,出入口;其他,新街口 公园,,779,32.04562,118.790797,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-5口,出入口;其他,新街口 公园,,882,32.047853,118.789719,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-20口,出入口;其他,新街口 公园,,824,32.048199,118.78786,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-12口,出入口;其他,新街口 公园,,853,32.046749,118.790708,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
鼓楼公园,旅游景点;公园,新街口 公园,江苏省南京市鼓楼区北京西路1-2号,2637,32.064917,118.788487,(025)86634466,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
新街口·石鼓路,交通设施;公交车站,新街口 公园,18路;41路;302路;Y5路夜间,582,32.045177,118.788498,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口步行街,道路,新街口 公园,江苏省南京市秦淮区,883,32.046099,118.791748,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,商业街区,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
新街口地铁站-24口,出入口;其他,新街口 公园,,1069,32.047619,118.792858,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口北,道路,新街口 公园,江苏省南京市玄武区中山路60号,1126,32.049942,118.790706,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口地铁站-21口,出入口;其他,新街口 公园,,806,32.047929,118.788062,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口·正洪街,交通设施;公交车站,新街口 公园,2路;26路;27路;30路;46路;60路,1015,32.044972,118.794059,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口商业步行区,道路,新街口 公园,江苏省南京市秦淮区,833,32.046099,118.791748,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
苏宁生活广场(新街口店),房地产;商业综合体,新街口 公园,淮海路68号,867,32.043177,118.793091,13770334793,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
印象汇(新街口店),购物;购物中心,新街口 公园,江苏省南京市秦淮区洪武路88号,908,32.044439,118.793096,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
中央商场(新街口商业步行区店),购物;购物中心,新街口 公园,江苏省南京市秦淮区中山南路79号,821,32.044962,118.791805,"(025)84718288,(025)84726925",待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
口袋公园,旅游景点,新街口 公园,南京市秦淮区罗廊路陶李王巷新苑东侧,797,32.045911,118.777435,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
Apple 新街口,购物;家电数码,新街口 公园,南京市玄武区中山路100号,1392,32.052548,118.791052,4006171334,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
公园新寓,房地产;住宅区,新街口 公园,江苏省南京市秦淮区八宝前街40号,2583,32.034354,118.810174,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
新街口自如寓,房地产;住宅区,新街口 公园,江苏省南京市秦淮区朝天宫街道石鼓路107-1号华威大厦7层,574,32.046664,118.784335,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
抄纸巷小区,房地产;住宅区,新街口 公园,南京市秦淮区洪武路130号(常府街地铁站4号口步行450米),962,32.042548,118.794235,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口商业步行区/洪武路(路口),道路;路口,新街口 公园,江苏省南京市秦淮区,1042,32.045481,118.794119,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
乌龙潭公园,旅游景点;公园,新街口 城市公园,江苏省南京市鼓楼区广州路217号(省人民医院对面),1582,32.051905,118.772649,(025)83714809,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京城市职业学院(新街口校区),教育培训;高等院校,新街口 城市公园,江苏省南京市秦淮区游府西街46号,1132,32.045672,118.795057,(025)82212100,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
南京城市职业学院(新街口校区)-东门,出入口;门,新街口 城市公园,江苏省南京市秦淮区游府西街46号,1175,32.045892,118.795447,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
南京冶一城市民宿(新街口店),酒店;民宿,新街口 城市公园,淮海路88号1013室,863,32.042864,118.793119,19825020888,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
南京城市职业学院(新街口校区)-地下停车场,交通设施;停车场,新街口 城市公园,南京市秦淮区游府西街46号南京广播电视大学,1159,32.045897,118.795249,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新城市广场,购物;购物中心,新街口 城市公园,南京市鼓楼区草场门大街99号,4195,32.063235,118.747711,(025)86262885,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
